links
https://classfit.com/knowledge-base-2/creating-your-classfit-account/
https://classfit.com/knowledge-base-2/adding-teacher-profiles/
https://classfit.com/knowledge-base-2/make-your-classes-recur/
https://classfit.com/knowledge-base-2/adding-your-branding/
https://classfit.com/knowledge-base-2/adding-your-terms-and-conditions-or-waiver/
https://classfit.com/knowledge-base-2/can-i-use-classfit-without-a-website/
https://classfit.com/knowledge-base-2/connecting-to-a-stripe-connect-account/
https://classfit.com/knowledge-base-2/connecting-to-zoom-and-creating-online-classes/
https://classfit.com/knowledge-base-2/creating-class-packages/
https://classfit.com/knowledge-base-2/creating-discount-codes/
https://classfit.com/knowledge-base-2/how-to-switch-between-organizer-and-participant-views/
https://classfit.com/knowledge-base-2/linking-to-your-profile/
https://classfit.com/knowledge-base-2/setting-up-your-profile/
https://classfit.com/knowledge-base-2/can-i-integrate-my-calendar-on-a-wordpress-com-website/
https://classfit.com/knowledge-base-2/how-can-i-track-my-account-and-customer-activity/
https://classfit.com/knowledge-base-2/how-clients-purchase-packages/
https://classfit.com/knowledge-base-2/how-to-set-the-dates-you-get-paid/
https://classfit.com/knowledge-base-2/helping-clients-to-sign-up/
https://classfit.com/knowledge-base-2/transition-customers-to-the-new-system/
https://classfit.com/knowledge-base-2/how-to-take-a-screen-recording/
https://classfit.com/knowledge-base-2/connecting-to-stripe-with-an-existing-account/
https://classfit.com/knowledge-base-2/connecting-to-stripe-without-an-existing-account/
https://classfit.com/knowledge-base-2/how-to-change-your-payout-timings-on-your-stripe-dashboard/
https://classfit.com/knowledge-base-2/how-to-find-the-contact-details-of-a-studio-or-business/
https://classfit.com/knowledge-base-2/how-to-export-payment-data/
https://classfit.com/knowledge-base-2/creating-class-packages-with-auto-enroll/
https://classfit.com/knowledge-base-2/creating-a-class/
https://classfit.com/knowledge-base-2/how-to-activate-deactivate-payments/
https://classfit.com/knowledge-base-2/creating-a-service/
https://classfit.com/knowledge-base-2/booking-a-service/
https://classfit.com/knowledge-base-2/can-i-use-classfit-without-a-website/?seq_no=2
https://classfit.com/knowledge-base-2/adding-teacher-profiles/?seq_no=2
https://classfit.com/knowledge-base-2/adding-your-branding/?seq_no=2
https://classfit.com/knowledge-base-2/setting-up-your-profile/?seq_no=2
